  0.00000000E+00 -0.45858255E+01
  0.25052477E-01 -0.45933850E+01
  0.50104955E-01 -0.46158841E+01
  0.75157432E-01 -0.46529657E+01
  0.10020991E+00 -0.47039315E+01
  0.12526239E+00 -0.47676340E+01
  0.15031486E+00 -0.48424237E+01
  0.17536734E+00 -0.49261921E+01
  0.20041982E+00 -0.50165191E+01
  0.22547230E+00 -0.51109004E+01
  0.25052477E+00 -0.52070078E+01
  0.27557725E+00 -0.53029238E+01
  0.30062973E+00 -0.53972971E+01
  0.32568221E+00 -0.54893879E+01
  0.35073468E+00 -0.55789998E+01
  0.37578716E+00 -0.56663271E+01
  0.40083964E+00 -0.57517585E+01
  0.42589212E+00 -0.58356832E+01
  0.45094459E+00 -0.59183373E+01
  0.47599707E+00 -0.59997081E+01
  0.50104955E+00 -0.60795053E+01
  0.52610203E+00 -0.61571939E+01
  0.55115450E+00 -0.62320757E+01
  0.57620698E+00 -0.63034025E+01
  0.60125946E+00 -0.63704953E+01
  0.62631194E+00 -0.64328481E+01
  0.65136441E+00 -0.64901940E+01
  0.67641689E+00 -0.65425219E+01
  0.70146937E+00 -0.65900434E+01
  0.72652184E+00 -0.66331204E+01
  0.75157432E+00 -0.66721714E+01
  0.77662680E+00 -0.67075794E+01
  0.80167928E+00 -0.67396210E+01
  0.82673175E+00 -0.67684274E+01
  0.85178423E+00 -0.67939826E+01
  0.87683671E+00 -0.68161511E+01
  0.90188919E+00 -0.68347237E+01
  0.92694166E+00 -0.68494672E+01
  0.95199414E+00 -0.68601670E+01
  0.97704662E+00 -0.68666559E+01
  0.10020991E+01 -0.68688294E+01
  0.10272540E+01 -0.68665456E+01
  0.10524089E+01 -0.68596444E+01
  0.10775637E+01 -0.68482959E+01
  0.11027186E+01 -0.68327741E+01
  0.11278735E+01 -0.68134146E+01
  0.11530284E+01 -0.67905519E+01
  0.11781832E+01 -0.67644498E+01
  0.12033381E+01 -0.67352406E+01
  0.12284930E+01 -0.67028916E+01
  0.12536479E+01 -0.66672080E+01
  0.12788027E+01 -0.66278680E+01
  0.13039576E+01 -0.65844791E+01
  0.13291125E+01 -0.65366458E+01
  0.13542674E+01 -0.64840377E+01
  0.13794223E+01 -0.64264537E+01
  0.14045771E+01 -0.63638710E+01
  0.14297320E+01 -0.62964621E+01
  0.14548869E+01 -0.62245620E+01
  0.14800418E+01 -0.61485830E+01
  0.15051966E+01 -0.60688982E+01
  0.15303515E+01 -0.59857360E+01
  0.15555064E+01 -0.58991323E+01
  0.15806613E+01 -0.58089583E+01
  0.16058162E+01 -0.57150097E+01
  0.16309710E+01 -0.56171161E+01
  0.16561259E+01 -0.55152262E+01
  0.16812808E+01 -0.54094419E+01
  0.17064357E+01 -0.52999978E+01
  0.17315905E+01 -0.51872014E+01
  0.17567454E+01 -0.50713518E+01
  0.17819003E+01 -0.49526559E+01
  0.18070552E+01 -0.48311580E+01
  0.18322101E+01 -0.47066976E+01
  0.18573649E+01 -0.45789113E+01
  0.18825198E+01 -0.44472848E+01
  0.19076747E+01 -0.43112525E+01
  0.19328296E+01 -0.41703243E+01
  0.19579844E+01 -0.40242118E+01
  0.19831393E+01 -0.38729259E+01
  0.20082942E+01 -0.37168224E+01
  0.20334491E+01 -0.35565830E+01
  0.20586040E+01 -0.33931313E+01
  0.20837588E+01 -0.32274994E+01
  0.21089137E+01 -0.30606864E+01
  0.21340686E+01 -0.28936537E+01
  0.21592235E+01 -0.27424586E+01
  0.21839474E+01 -0.27716906E+01
  0.22086714E+01 -0.28142268E+01
  0.22333954E+01 -0.28591761E+01
  0.22581194E+01 -0.29057305E+01
  0.22828433E+01 -0.29532943E+01
  0.23075673E+01 -0.30010577E+01
  0.23322913E+01 -0.30480384E+01
  0.23570153E+01 -0.30932006E+01
  0.23817393E+01 -0.31355765E+01
  0.24064632E+01 -0.31743605E+01
  0.24311872E+01 -0.32089667E+01
  0.24559112E+01 -0.32390552E+01
  0.24806352E+01 -0.32645416E+01
  0.25053591E+01 -0.32855964E+01
  0.25300831E+01 -0.33026304E+01
  0.25548071E+01 -0.33162571E+01
