L                               1         0.0000000000      0.5000000000      0.5000000000      0.5000000000
G                              41         1.0020990963      0.0000000000      0.0000000000      0.0000000000
X                              87         2.1592234622      0.5000000000      0.0000000000      0.5000000000
K                             124         3.0740105954      0.3750000000     -0.3750000000      0.0000000000
G                             173         4.3013263241      0.0000000000      0.0000000000      0.0000000000
